Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Butcher / Fresh Deli Counter Specialist,Other/Non-Hospitality,9999,999,99,Other/Non-Hospitality,Not specified,REWE,Restaurants & Food Service,2026-06-01,Full-time,,"Butcher or meat specialist role at a REWE fresh deli counter in Egelsbach, involving product preparation and customer service at the fresh meat and deli section of a supermarket.",Not specified.,"Supportive team onboarding, employer-sponsored further training including master craftsman school, 5% shopping discount at REWE and PENNY, further retailer discounts, special payments including holiday and Christmas bonuses.",On-site,https://www.stepstone.de/stellenangebote--Fleischer-Metzger-Frischetheke-m-w-d-Egelsbach-REWE--13787100-inline.html,job-294,HOSPITALITY
Butcher / Fresh Deli Counter Specialist,Other/Non-Hospitality,9999,999,99,Other/Non-Hospitality,Not specified,REWE,Restaurants & Food Service,2026-06-01,Full-time,,"Butcher or meat specialist role at a new REWE store opening in Weiterstadt, involving product preparation and customer service at the fresh meat and deli counter.",Not specified.,"Supportive team onboarding, 10% shopping discount at REWE Tolga Keles oHG and 5% at REWE and PENNY, further retailer discounts, special payments including holiday and Christmas bonuses, direct permanent employment contract from the start.",On-site,https://www.stepstone.de/stellenangebote--Fleischer-Metzger-Frischetheke-m-w-d-Neueroeffnung-Weiterstadt-REWE--13670374-inline.html,job-295,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Hessen,Jagdschloss Platte Gastro GmbH & Co. KG,Restaurants & Food Service,2026-06-15,Full-time,,"Supports and deputises for the head chef at Jagdschloss Platte, actively working in daily kitchen operations including preparation of classic regional dishes, team guidance, and ensuring quality, cleanliness, and HACCP compliance.","Completed professional training as a cook, experience in gastronomy ideally with some responsibility, enthusiasm for classic regional cuisine, teamwork, reliability, structured working style, and high quality and hygiene standards.","Secure job in a family-run business, 25 days annual leave, reliable shift schedules, work with fresh regional products, meals during working hours, performance-based pay, nature-adjacent workplace.",On-site,https://www.stepstone.de/stellenangebote--Sous-Chef-Wiesbaden-Jagdschloss-Platte-Gastro-GmbH-Co-KG--13558428-inline.html,job-296,HOSPITALITY
Deputy Kitchen Manager,Chefs,3434,343,34,Chefs,Hessen,SV Sparkassen-Versicherung Holding AG,Restaurants & Food Service,2026-06-11,Part-time,,"Responsible for timely and independent preparation of meals for the staff restaurant and executive/guest catering at SV Sparkassen-Versicherung, while continually developing the culinary offering with sustainable and varied dishes. The role also covers goods receipt, HACCP compliance, and kitchen hygiene.","Ideally completed training as a kitchen master (Küchenmeister) or comparable qualification, several years of experience in upscale gastronomy or collective catering, strong organisational and creative skills.","13.5 monthly salaries, capital-forming benefits, variable employee profit-sharing, company pension, public transport cost subsidy, job ticket, flexible working hours in a 38-hour week.",On-site,https://www.stepstone.de/stellenangebote--Stellvertretender-Kuechenleiter-Wiesbaden-m-w-d-Wiesbaden-SV-Sparkassen-Versicherung-Holding-AG--14009765-inline.html,job-297,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Häuser GmbH,Restaurants & Food Service,2026-06-09,Full-time,,"Supports the head chef in the operational and organisational management of the kitchen at a butcher and catering business, covering food planning, preparation, quality control, HACCP, team leadership, ordering, and inventory. The role also deputises for the head chef during absences.","Completed professional training as a cook, several years of experience ideally in a leadership role, solid culinary knowledge, organisational strength, responsibility, teamwork, assertiveness, resilience, quality and cost awareness.","Regulated working hours predominantly Monday to Friday during standard production times, secure position in a successful family-run butchery business with 16 specialist shops.",On-site,https://www.stepstone.de/stellenangebote--Sous-Chef-m-w-d-Aschaffenburg-Haeuser-GmbH--14130243-inline.html,job-298,HOSPITALITY
Head of Food and Beverage,Restaurant Managers,1412,141,14,Restaurant Managers,Not specified,WALD.WEIT Rheingau Hotel & Retreat,Hotels & Accommodation,2026-06-07,Full-time,,"Develops and implements the long-term F&B strategy across all departments of a luxury hotel and retreat, including overseeing the opening of a second restaurant and leading the entire F&B team. The role includes budget management, cost control, and ensuring high guest satisfaction standards.","Completed training or degree in hotel management or gastronomy, several years of relevant experience in F&B within luxury hospitality, experience with hotel openings, leadership experience, strong cost awareness, and enthusiasm for the industry.","Permanent contract, 30 days annual leave, above-tariff pay with performance-related bonuses, Christmas and holiday pay, capital-forming benefits, flat hierarchies, diverse training offerings, flexible language learning via Babbel.",On-site,https://www.stepstone.de/stellenangebote--Head-of-Food-Beverage-m-w-d-Kiedrich-WALD-WEIT-Rheingau-Hotel-Retreat--13998169-inline.html,job-299,HOSPITALITY
Head Chef Outside Catering / Event Catering,Chefs,3434,343,34,Chefs,Rheinland-Pfalz,Fußball- und Sportverein Mainz 05 e.V. MEWA ARENA,Catering & Events,2026-06-02,Full-time,,"Leads the kitchen team for exclusive regional catering and event operations at Mainz 05's MEWA ARENA, managing all kitchen-side processes from production planning to on-site setup and breakdown for events serving 500 to 10,000 guests. Responsible for quality control, hygiene standards, and team development.","Completed professional training as a cook, further qualification as Küchenmeister or equivalent advantageous, several years of experience leading catering or event kitchens, proven large-event experience, high quality standards, strong organisational skills and resilience.","Above-tariff remuneration, modern mobile work equipment, free drinks and meals on working days, attractive employee discounts at over 1,000 partner companies, individual training and development opportunities.",Remote,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Outside-Catering-Eventcatering-Mainz-Fussball-und-Sportverein-Mainz-05-e-V-MEWA-ARENA--14100976-inline.html,job-300,HOSPITALITY
Sous Chef in Fine Dining,Chefs,3434,343,34,Chefs,Rheinland-Pfalz,Gauls Verwaltungs GmbH,Restaurants & Food Service,2026-05-31,Part-time,,"The Sous Chef is responsible for preparing and plating dishes, leading kitchen stations independently, training new staff and apprentices, and deputizing for the head chef. The role also covers HACCP compliance, proper food storage, and culinary production for exclusive events.",Completed vocational training as a cook; first experience in Michelin-starred gastronomy desirable; friendly and professional manner; good German language skills; initial leadership experience advantageous.,"Above-tariff pay; on-site parking; free lunch during working hours; discounted employee offers at over 1,000 partners; individual further training opportunities.",On-site,https://www.stepstone.de/stellenangebote--Sous-Chef-m-w-d-in-der-gehobenen-Gastronomie-Mainz-55128-Mainz-DE-Gauls-Verwaltungs-GmbH--13521033-inline.html,job-301,HOSPITALITY
Head Chef for Castle Restaurant,Chefs,3434,343,34,Chefs,Not specified,Relais & Chateaux Hotel Burg Schwarzenstein,Restaurants & Food Service,2026-06-06,Full-time,,"The Head Chef oversees the operational and administrative management of the kitchen, develops menus, ensures high guest satisfaction, actively works at the stove, and manages scheduling, purchasing, and supplier relationships. HACCP compliance and food safety are also core responsibilities.","Completed training as a cook; several years of experience as Sous Chef or Chef de Cuisine in a comparable environment; strong product knowledge; cost calculation and inventory skills; teamwork, resilience, decisiveness, and structured working style.",Regular 5-day work week; above-tariff pay; digital scheduling via Gastromatic; Family & Friends rates at Relais & Châteaux hotels Europe-wide; staff meals; free parking; free uniform cleaning.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-fuer-das-Burgrestaurant-Geisenheim-Relais-Chateaux-Hotel-Burg-Schwarzenstein--8723308-inline.html,job-302,HOSPITALITY
Team Leader Security with Section 34a GewO Certification,Other/Non-Hospitality,9999,999,99,Not elsewhere classified,Baden-Württemberg,CIBORIUS Security & Service Solutions Stuttgart GmbH,Staffing Agencies & Other,2026-06-13,Full-time,,"The Team Leader is responsible for implementing company policies, staff scheduling, billing preparation and control, quality assurance, and compliance with safety regulations. The role also supports onboarding and training of new employees in a security services context.",Completed Section 34a GewO examination; teamwork and service orientation; clean record; neat appearance; reliability; Class B driving licence.,Company vehicle; employee bonus; advancement opportunities; company training; company events; company phone; flexible working hours; employee discounts; further training programmes.,On-site,https://www.stepstone.de/stellenangebote--Teamleiter-m-w-d-mit-abgeschlossener-Pruefung-der-Sachkundepruefung-nach-§34a-GewO-70173-Stuttgart-Stuttgart-CIBORIUS-Security-Service-Solutions-Stuttgart-GmbH--14078790-inline.html,job-303,HOSPITALITY
Head Chef,Chefs,3434,343,34,Chefs,Baden-Württemberg,Hotel Wirtshaus Garbe,Hotels & Accommodation,2026-06-10,Full-time,,"The Head Chef leads and manages the entire kitchen team at a hotel restaurant, overseeing food preparation, new dish development, price calculation, quality assurance, and HACCP compliance. Responsibilities also include stock management, purchasing, scheduling, and staff training.",Completed training as a cook; several years of experience in gastronomy; experience in staff management; resilience and willingness to work flexible hours; organisational talent and creativity; teamwork; good German and English language skills.,Collegial working environment; varied work with responsibility; input into scheduling and flexible working hours; fair pay and incentives; internal and external further training opportunities.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Stuttgart-Hotel-Wirtshaus-Garbe--12717384-inline.html,job-304,HOSPITALITY
