Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Scope_Category,City,Date_Scraped,German_Level,Licensing_Recognition,Visa_Sponsorship,Relocation_Support,Qualification_Requirements,Years_Experience,Healthcare_Setting,Company_URL,Job_ID,Raw_ID
"Pflegefachkraft (m/w/d), Berlin",CLASSIFICATION_FAILED,,,,,Berlin,pluss Personalmanagement GmbH,,2026-06-15,Part-time,,"• Organisation, Gestaltung und Steuerung des Pflegeprozesses von hilfsbedürftigen Menschen im Rahmen Deiner Fachkompetenz
• Abwechslungsreiches und individuelles Arbeiten in verschiedenen Einrichtungen und Strukturen
• Du planst und dokumentierst verantwortungsvoll die Pflegeprozesse der Dir anvertrauten Menschen","• Abgeschlossene Ausbildung als Pflegefachmann (m/w/d), Altenpfleger (m/w/d), Gesundheits- und Krankenpfleger (m/w/d) o.ä. Qualifikation
• Sowohl erfahrene Fachkräfte als auch Einsteiger sind bei uns willkommen
• Verantwortungsbewusstsein, Einfühlungsvermögen, soziale Kompetenz und Teamfähigkeit","• Faire Vergütung inkl. attraktiver Zuschläge (Sa 7,5 %, So 50 %, Nacht 25 %, Feiertag 100 %) sowie Urlaubs- und Weihnachtsgeld
• Unbefristeter Arbeitsvertrag mit übertariflichen Sozialleistungen
• Deutschlandticket oder Firmenfahrzeug möglich
• Planbare Freizeit dank abgestimmter Dienstpläne und „frei-bleibt-frei-Garantie“
• Individuelle Fort- und Weiterbildungsmöglichkeiten
• pluss & friends : Attraktive Mitarbeiterempfehlungsprämien
• Vermögenswirksame Leistungen& exklusive Mitarbeiterrabatte (z. B. adidas, Sony, Sky, BMW u. v. m.)
• Übernahmeoption beim Kunden & idealer Berufseinstieg zum Kennenlernen verschiedener Einrichtungen",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-Berlin-pluss-Personalmanagement-GmbH--12729072-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"e der Dir anvertrauten Menschen Das bringst Du mit als Pflegefachkraft (m/w/d): Abgeschlossene Ausbildung als Pflegefachmann (m/w/d), Altenpfleger (m/w/d), Gesundheits- und Krankenpfleg | Qualifikation Sowohl erfahrene Fachkräfte als auch Einsteiger sind bei uns willkommen Verantw | mentierst verantwortungsvoll die Pflegeprozesse der Dir anvertrauten Menschen • Abgeschlossene Ausbildung als Pflegefachmann (m/w/d), Altenpfleger (m/w/d), Gesundheits- und Krankenpfleg",,Residential & Long-Term Care,https://www.stepstone.de/cmp/de/pluss-personalmanagement-gmbh-223462/jobs,job-88,87
"Pflegefachkraft (m/w/d), Berlin",CLASSIFICATION_FAILED,,,,,Berlin,Gemeinschaftskrankenhaus Havelhöhe gGmbH,,2026-06-15,Full-time,,"• Grund- und Behandlungspflege, ergänzt um anthroposophische Anwendungen (Wickel, Auflagen, Rhythmische Einreibungen) unter Einbeziehung der Angehörigen
• Erstellung einer patientenindividuellen Pflegeplanung und deren fortlaufende Evaluation in unserem EDV-Dokumentationssystem
• Handhabung und Pflege medizinisch-technischer Geräte entsprechend des Medizinproduktegesetzes","• Qualifikation und Ausbildung: Ausgebildete Gesundheits- und Krankenpfleger (m/w/d), Krankenschwester, Pflegefachfrau / Pflegefachmann / Pflegefachperson, Fachkrankenschwester, Ausbildung in Pflegemanagement / Gesundheitsmanagement, Bachelor of Nursing, Master of Nursing (m/w/d) oder Altenpfleger (m/w/d).
• Einfühlungsvermögen: Hohe soziale Kompetenz und Einfühlungsvermögen im Umgang mit Patientinnen und Patienten sowie deren Bezugspersonen.
• Bereitschaft zur Weiterbildung: Bereitschaft zur Weiterbildung in der anthroposophischen Pflege (Einreibungen, Wickel, Auflagen, Bäder).
• Schichtdienstbereitschaft: Teilnahme am Drei-Schichtdienst.
• Kardiologie
• Onkologie
• Pneumologie
• Supportive Krebsmedizin / Palliativstation
• Gynäkologie
• Geburtshilfe
• Innere Medizin / Gastroenterologie
• Chirurgie / Plastische Chirurgie / Handchirurgie
• Geriatrie
• Intensivmedizin
• Intermediate Care
• Rettungsstelle / Erste Hilfe
• Psychosomatik
• Integrative Schmerz- und Suchtmedizin","• Attraktive Vergütung und Sonderleistungen: Unbefristeter Arbeitsvertrag mit Gehalt nach TVöD, Jahressonderzahlung, steuerfreier Bonus von 45 € monatlich, variable Zeitzuschläge, Wechselschichtzulage, Kinderzulage.
• Umfassende Freizeit- und Gesundheitsangebote: Bis zu 36 Tage Urlaub, Option auf Sabbatical, URBAN SPORTS CLUB Vergünstigungen, JOBTICKET für ÖPNV, JOBRAD Leasing.
• Moderne Arbeitsbedingungen und Unterstützung: Digitales Krankenhaus mit mobilen Arbeitsmöglichkeiten, hausinterner Springerpool, Servicemitarbeiter für Speiseversorgung, Materiallogistik und Patiententransport.
• Anthroposophische Pflege und Fortbildungsmöglichkeiten: Wickel, Auflagen, Einreibungen, Verwendung von anthroposophischen Pflegeprodukten, Förderung von Fort- und Weiterbildungen sowie Studiengängen, Möglichkeit zur Fachausbildung Intensivpflege.
• Individuelle Einarbeitung und persönliche Entwicklung: Individuelle Einarbeitungszeit, Unterstützung bei der persönlichen und beruflichen Weiterentwicklung.",Remote,https://www.stepstone.de/stellenangebote--Pflegefachkraft-m-w-d-Berlin-Gemeinschaftskrankenhaus-Havelhoehe-gGmbH--13257491-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"ch-technischer Geräte entsprechend des Medizinproduktegesetzes Wir wünschen uns Qualifikation und Ausbildung: Ausgebildete Gesundheits- und Krankenpfleger (m/w/d), Krankensc | , Fachkrankenschwester, Ausbildung in Pflegemanagement / Gesundheitsmanagement, Bachelor of Nursing, Master of Nursing (m/w/d) oder Altenpfleger (m/w/d) | flege medizinisch-technischer Geräte entsprechend des Medizinproduktegesetzes • Qualifikation und Ausbildung: Ausgebildete Gesundheits- und Krankenpfleger (m/w/d), Krankensc",,Mental Health & Rehabilitation,https://www.stepstone.de/cmp/de/gemeinschaftskrankenhaus-havelh%c3%b6he-ggmbh-101643/jobs,job-89,88
"Medizinische Fachangestellte (all genders), Berlin",CLASSIFICATION_FAILED,,,,,Berlin,MVZ Diagnostikum Berlin 2020 GmbH,,2026-06-15,Full-time,,"• Vorbereitung und Nachsorge der Patient/innen
• Pflege und Aktualisierung der Daten
• Auswertung der Anamnese
• Betreuung der Patient/innen","• Sie verfügen über eine abgeschlossene MFA oder Arzthelfer/in-Ausbildung
• Sie haben im besten Fall bereits erste Erfahrungen bei der Terminvergabe und Annahme der Patient/innen
• Sie interessieren sich für die Durchführung von Dokumentationen und Vor- und Nachbereitung von Geräten und Materialien
• Sie verfügen über eine hohe Leistungsbereitschaft und Motivation
• Sie sind freundlich, zuverlässig und haben Spaß im Umgang mit Patient/innen
• Sie sind ein Organisationstalent und haben gute PC-Kenntnisse","• Keine Nachtdienste
• Corporate Benefits
• 30 Urlaubstage + zusätzliche freie Tage (24. und 31. Dezember)
• Unbefristete Anstellung für langfristige Zusammenarbeit in einem sicheren Arbeitsumfeld
• Hervorragende Möglichkeiten zur beruflichen Weiterentwicklung
• Bezuschussung des Job-Tickets zur Förderung der Mobilität
• Attraktives \""Lease a Bike\""-Angebot für eine gesunde und nachhaltige Fortbewegung
• Nutzung modernster digitaler Technologien am Arbeitsplatz
• Teilnahme an spannenden Team-Events für eine positive Arbeitsatmosphäre
• Nach bestandener Probezeit: betriebliche Altersvorsorge mit einem Arbeitgeberzuschuss in Höhe von 15%, monatlich aufgeladene Kreditkarte (50€) sowie auch eine von uns bezuschusste Arbeitsplatzbrille von Fielmann",On-site,https://www.stepstone.de/stellenangebote--Medizinische-Fachangestellte-all-genders-Berlin-Deutschland-MVZ-Diagnostikum-Berlin-2020-GmbH--13839783-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,,,Medical & Dental Practices,,job-90,89
"Pflegedienstleitung in TZ/VZ, Potsdam",CLASSIFICATION_FAILED,,,,,Brandenburg,BACKSCHIES HAEUSLICHE KRANKENPFLEGE UND SENIORENBETREUUNG GMBH,,2026-06-15,Full-time,,"- Fachliches Verantworten der Struktur-, Prozess- und Ergebnisqualität gemäß den gesetzlichen Vorgaben - Qualitätssicherung und –entwicklung in der Zusammenarbeit mit unserem internen Qualitätsbeauftragten - Erheben und Überprüfen der Pflegequalität sowie Planung und Durchführung von qualitätssichernden Maßnahmen - Personalführung und Steuerung der Arbeitsablauf- wie der pflegerischen Aufbauorganisation - Führen und Organisieren von pflegefachlichen Sitzungen und Mitarbeiter:innengesprächen - Schaffen und Erhalten einer teamfördernden Arbeitsatmosphäre","- Sie arbeiten gerne in der Pflege - Sie arbeiten ordentlich und gewissenhaft - Führerschein ist zwingend erforderlich (Pflegedienst) - Sie haben eine abgeschlossene Ausbildung als Pflegefachkraft (Altenpfleger/in, Krankenschwester/Krankenpfleger, Gesundheits- und Krankenpfleger/in, Pflegefachmann/Pflegefachfrau) - 2 Jahre Berufserfahrung - abgeschlossene Weiterbildung zur leitenden Pflegefachkraft mit min. 460h oder abgeschlossenes Pflegemanagementstudium/ Pflegewissenschaft","- attraktive, marktgerechte Vergütung - 30 Tage Urlaub im Jahr - Einarbeitung und fachliche Unterstützung durch unser internes Qualitätsmanagement - Interne Fortbildungen - unbefristetes Arbeitsverhältnis - digitale Dokumentation - keine geplanten Touren - flache Hierarchien - flexible Arbeitszeiten - flexible Urlaubsgestaltung",On-site,https://www.stepstone.de/stellenangebote--Pflegedienstleitung-in-TZ-VZ-Potsdam-BACKSCHIES-HAEUSLICHE-KRANKENPFLEGE-UND-SENIORENBETREUUNG-GMBH--13909253-inline.html,HEALTHCARE,Potsdam,2026-06-19,,,,,"enhaft - Führerschein ist zwingend erforderlich (Pflegedienst) - Sie haben eine abgeschlossene Ausbildung als Pflegefachkraft (Altenpfleger/in, Krankenschwester/Krankenpfleger, Gesundhe",2 years,Residential & Long-Term Care,,job-91,90
"MFA für Praxis für Dermatologie in Berlin-Steglitz gesucht, Berlin",CLASSIFICATION_FAILED,,,,,Berlin,Dr. med. Amira Makki,,2026-06-15,Part-time,,"Terminmanagement, Telefonate, Allergietestungen, Blutentnahmen, OP-Assistenz, Kryotherapie, Praxisorganisation und Bestellung","Ausbildung als Medizinische Fachangestellte erwünscht, aber nicht Bedingung","Wir sind eine renommierte Hautarzt-Praxis mit guter Verkehrsanbindung und netter Arbeitsatmosphäre. Es warten vielfältige und interessante Arbeitsaufgaben auf Sie. Es wären sowohl eine Vollzeit-Tätigkeit als auch eine Teilzeit-Tätgkeit (ca. 15-35h/Woche) oder ein Minijob (ca. 8h/Woche) möglich übertarifliche Bezahlung, Urlaubs- und Weihnachtsgeld, Prämien",On-site,https://www.stepstone.de/stellenangebote--MFA-fuer-Praxis-fuer-Dermatologie-in-Berlin-Steglitz-gesucht-Berlin-Dr-med-Amira-Makki--11740368-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"n, Blutentnahmen, OP-Assistenz, Kryotherapie, Praxisorganisation und Bestellung Qualifikation Ausbildung als Medizinische Fachangestellte erwünscht, aber nicht Bedingung Ben",,Medical & Dental Practices,,job-92,91
"Pflegefachkräfte (m/w/d), Potsdam",CLASSIFICATION_FAILED,,,,,Brandenburg,meinestadt.de,,2026-06-15,Full-time,,"• Fachliche Steuerung und Weiterentwicklung des individuellen Pflegeprozesses
• Sicherstellung einer qualitativ hochwertigen Grund- und Behandlungspflege
• Professionelle Umsetzung ärztlicher Verordnungen
• Kompetente Ansprechperson für Bewohner:innen, Angehörige und Kooperationspartner
• Aktive Mitwirkung an Qualitätssicherung und konzeptioneller Weiterentwicklung
• Kollegiale Zusammenarbeit im multiprofessionellen Team","• Abgeschlossene Ausbildung als Pflegefachkraft
• Idealerweise Zusatzqualifikation Gerontopsychiatrie oder Interesse an entsprechender Weiterbildung
• Fachliche Sicherheit, Verantwortungsbewusstsein und strukturierte Arbeitsweise
• Souveräner Umgang mit digitaler Dokumentation
• Kommunikationsstärke und wertschätzende Haltung","• Attraktives Einstiegsgehalt ab 4.300 brutto/Monat
• Transparente und kontinuierliche Gehaltsentwicklung mit jedem Jahr Berufserfahrung
• Zusätzliche monetäre Honorierung wachsender Betriebszugehörigkeit
• 35% Sonn- und Feiertagszulage / 25 % Nachtdienstzulage
• 4,8% Arbeitgeberzuschuss zur betrieblichen Altersversorgung (BVK)
• Sondergratifikation (½ Bruttomonatsgehalt im November)",On-site,https://www.stepstone.de/stellenangebote--Pflegefachkraefte-m-w-d-Potsdam-meinestadt-de--13701363-inline.html,HEALTHCARE,Potsdam,2026-06-19,,,,,Besonders willkommen sind: Examinierte Pflegefachkräfte aller Fachrichtungen Gerontopsychiatrische Fachkräfte Kolleg: | erentwicklung Kollegiale Zusammenarbeit im multiprofessionellen Team Ihr Profil Abgeschlossene Ausbildung als Pflegefachkraft Idealerweise Zusatzqualifikation Gerontopsychiatrie oder In | • Kollegiale Zusammenarbeit im multiprofessionellen Team • Abgeschlossene Ausbildung als Pflegefachkraft,,Mental Health & Rehabilitation,https://www.stepstone.de/cmp/de/meinestadtde-218724/jobs,job-93,92
"Medizinische Fachangestellte (m/w/d), Berlin",CLASSIFICATION_FAILED,,,,,Berlin,Gemeinschaftskrankenhaus Havelhöhe gGmbH,,2026-06-15,Part-time,,"• Koordination der organisatorischen Abläufe der Station (z. B. Aufnahme und Entlassung von Patienten, Weiterleitung von Informationen an Ärzte, Pflegende und Therapeuten)
• Anmeldung von Untersuchungen
• Vorbereitung und Durchführung von Blutentnahmen
• Telefonische und schriftliche Korrespondenz mit Patienten, Angehörigen und Mitarbeitern
• Sortierung von Befunden und Pflege der Ablage
• Materialbestellungen, Material auffüllen","• Qualifikation und Ausbildung: Eine abgeschlossene Ausbildung als Medizinische Fachangestellte – MFA (m/w/d)
• Persönliche Eigenschaften: Teamfähigkeit, Engagement und Eigeninitiative, Einfühlungsvermögen im Umgang mit schwerkranken Patienten und deren Bezugspersonen","• Attraktive Vergütung und Sonderleistungen: Leistungsgerechte Vergütung inklusive Alterssicherungs- und ggf. Kinderzulage, Havelhöhe-Comfort-Karte mit monatlichem Sachbezug von 45 € nach 6 Monaten Betriebszugehörigkeit
• Umfassende Freizeit- und Gesundheitsangebote: 30 Tage Urlaub, kostenloser PKW-Parkplatz, vergünstigtes Jobticket für ÖPNV, Mitarbeiterbenefits bezüglich Urban Sports Club und Median – Wellness- und Sportangebote
• Moderne Arbeitsbedingungen und Unterstützung: Jobrad – (E)-Bikes als Leasingangebot vom Arbeitgeber, Fort- und Weiterbildungsmöglichkeiten",On-site,https://www.stepstone.de/stellenangebote--Medizinische-Fachangestellte-m-w-d-Berlin-Gemeinschaftskrankenhaus-Havelhoehe-gGmbH--13257488-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,"und Pflege der Ablage Materialbestellungen, Material auffüllen Wir wünschen uns Qualifikation und Ausbildung: Eine abgeschlossene Ausbildung als Medizinische Fachangestellte | • Materialbestellungen, Material auffüllen • Qualifikation und Ausbildung: Eine abgeschlossene Ausbildung als Medizinische Fachangestellte – MFA (m/w/d)",,Hospitals & Acute Care,https://www.stepstone.de/cmp/de/gemeinschaftskrankenhaus-havelh%c3%b6he-ggmbh-101643/jobs,job-94,93
"Arbeite mit Beverly als Pflegefachassistent*in / Krankenpflegehelfer*in in unserer Pflegeeinrichtung, Berlin",CLASSIFICATION_FAILED,,,,,Berlin,DRK-Kliniken Berlin Pflege & Wohnen Mariendorf,,2026-06-15,Part-time,,"• Du übernimmst grundpflegerische Tätigkeiten, wie Waschen, Anziehen, Körperpflege und Mobilisation
• Du unterstützt unsere Bewohner*innen beim Essen und Trinken
• Du übernimmst hauswirtschaftliche Tätigkeiten
• Du bist Ansprechperson für unsere Bewohner*innen und sorgst mit kleinen Gesten für Lebensqualität in ihrem Alltag","• Abgeschlossene 1,5-jährige Ausbildung als Pflegefachassistent*in
• Oder: Abgeschlossene mindestens 1-jährige Ausbildung als Gesundheits- und Krankenpflegehelfer in / Altenpflegehelfer in","• Ob Vollzeit oder Teilzeit, wir finden gemeinsam das Arbeitsmodell, das perfekt zu Deinem Leben passt
• Lerne einige Deiner neuen Kolleg*innen wie Beverly oder Rabia schon vor Deiner Bewerbung in unserem Karriereblog kennen:
• Dein monatliches Bruttogrundgehalt laut Haustarif als Pflegefachassistent*in mit 1-jähriger oder 1,5-jähriger Ausbildung: 3.070 – 3.910 € plus Zulagen (z.B. Nacht-, Feiertags-, Wochenendzuschläge, in vielen Bereichen Pflegezulagen von 225 – 350 €), Urlaubs- und Weihnachtsgeld
• Mit Angeboten wie unserem Rückenkolleg, Aquafitness oder Yoga unterstützen wir Dich dabei, gesund zu bleiben und neue Energie zu tanken:
• Bring Deine Lieblingskolleg*innen doch einfach mit und sichere Dir mit unserer Aktion „Mitarbeitende werben Mitarbeitende“ eine Prämie von 1.500 €
• Ob Bewerbungsgespräch mit Kind, E-Bike zum Leasen oder viele weitere Extras. Wir unterstützen Dich dabei, Job und Familienleben unter einen Hut zu bringen:
• Viele weitere Benefits findest Du hier:",On-site,https://www.stepstone.de/stellenangebote--Arbeite-mit-Beverly-als-Pflegefachassistentin-Krankenpflegehelferin-in-unserer-Pflegeeinrichtung-Berlin-DRK-Kliniken-Berlin-Pflege-Wohnen-Mariendorf--13906788-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,,,Residential & Long-Term Care,,job-95,94
"Freundliche MFA/ZTA/OTA (m/w/d) in Vollzeit/Teilzeit gesucht!, Berlin",CLASSIFICATION_FAILED,,,,,Berlin,Übag Hakan Uzun & White Smile MVZ GbR,,2026-06-15,Part-time,,- Patientenaufnahme und -Betreuung - Organisation und Koordination der Behandlungsabläufe - Assistenz bei dermatologischen Untersuchungen/ Behandlungen/ Operationen - Telefonmanagement und Terminplanung - Bestellwesen und Lagerhaltung,"Voraussetzungen:- Freundliches Auftreten - Berufserfahrung - Teamfähigkeit & Loyalität - Sehr gute Deutsch Kenntnisse - Ausgeprägte Kommunikationsfähigkeit und EmpathieAnforderungen an den Bewerber: Grundkenntnisse: Büro- und Verwaltungsarbeiten, Allgemeinmedizin (Pflege, Assistenz), Abrechnung",- Ein kollegiales Team mit flacher Hierarchie - Attraktive Vergütung und geregelte Arbeitszeiten ohne Wochenend- und Feiertagsarbeit - Teilnahme an Fort- und Weiterbildungsveranstaltungen - Geregelte Arbeitszeiten ohne Wochenend- und Feiertagsarbeit - 30 Tage Urlaub,On-site,https://www.stepstone.de/stellenangebote--Freundliche-MFA-ZTA-OTA-m-w-d-in-Vollzeit-Teilzeit-gesucht-Berlin-Uebag-Hakan-Uzun-White-Smile-MVZ-GbR--13908038-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,,,Medical & Dental Practices,,job-96,95
"Altenpfleger (m/w/d), Berlin",CLASSIFICATION_FAILED,,,,,Berlin,pluss Personalmanagement GmbH,,2026-06-15,Part-time,,"• Grund- und Behandlungspflege der Bewohner
• Planung und Durchführung von diversen Pflegemaßnahmen
• Unterstützen der Bewohner bei den täglichen Aufgaben
• Führen von Pflegedokumentationen","• Abgeschlossene Ausbildung als Altenpfleger (m/w/d) o.ä. Qualifikation
• Sowohl erfahrene Fachkräfte als auch Einsteiger sind bei uns willkommen
• Verantwortungsbewusstsein, Einfühlungsvermögen, soziale Kompetenz und Teamfähigkeit","• Faire Vergütung inkl. attraktiver Zuschläge (Sa 7,5 %, So 50 %, Nacht 25 %, Feiertag 100 %) sowie Urlaubs- und Weihnachtsgeld
• Unbefristeter Arbeitsvertrag mit übertariflichen Sozialleistungen
• Weiterbildung im Bereich außerklinische Beatmung möglich
• Deutschlandticket oder Firmenfahrzeug möglich
• Planbare Freizeit dank abgestimmter Dienstpläne und „frei-bleibt-frei-Garantie“
• pluss & friends: Attraktive Mitarbeiterempfehlungsprämien
• Vermögenswirksame Leistungen& exklusive Mitarbeiterrabatte (z. B. adidas, Sony, Sky, BMW u. v. m.)
• Übernahmeoption beim Kunden & idealer Berufseinstieg zum Kennenlernen verschiedener Einrichtungen",On-site,https://www.stepstone.de/stellenangebote--Altenpfleger-m-w-d-Berlin-pluss-Personalmanagement-GmbH--12729143-inline.html,HEALTHCARE,Berlin,2026-06-19,,,,,on Pflegedokumentationen Unsere Anforderungen an Dich als Altenpfleger (m/w/d): Abgeschlossene Ausbildung als Altenpfleger (m/w/d) o | Qualifikation Sowohl erfahrene Fachkräfte als auch Einsteiger sind bei uns willkommen Verantw | • Führen von Pflegedokumentationen • Abgeschlossene Ausbildung als Altenpfleger (m/w/d) o,,Residential & Long-Term Care,https://www.stepstone.de/cmp/de/pluss-personalmanagement-gmbh-223462/jobs,job-97,96
